Rel. Level,Noise Level,Noise Area,layer,attn_ratio
Incongruent,0.5,Context,19,0.14153870621925405
Incongruent,0.5,Context,20,0.12784459372006796
Incongruent,0.5,Context,21,0.1067329238057349
Incongruent,0.5,Context,22,0.07624201955016571
Incongruent,0.5,Context,23,0.10229009592574986
Incongruent,0.5,Context,24,0.07271667441785665
Incongruent,0.5,Context,25,0.10844557203649909
Incongruent,0.5,Target,0,0.019977325926624982
Incongruent,0.5,Target,1,0.050193782500772194
Incongruent,0.5,Target,2,0.11462551161360064
Incongruent,0.5,Target,3,0.10789543910309808
Incongruent,0.5,Target,4,0.11408974144823576
Incongruent,0.5,Target,5,0.11498731716746101
Incongruent,0.5,Target,6,0.12126842634780786
Incongruent,0.5,Target,7,0.1403414892510471
Incongruent,0.5,Target,8,0.1112252526711417
Incongruent,0.5,Target,9,0.12312148626689322
Incongruent,0.5,Target,10,0.1367147867475557
Incongruent,0.5,Target,11,0.12987748255084336
Incongruent,0.5,Target,12,0.13654342182860824
Incongruent,0.5,Target,13,0.13935893117492767
Incongruent,0.5,Target,14,0.12460474942018641
Incongruent,0.5,Target,15,0.10771280488410323
Incongruent,0.5,Target,16,0.12678821378518124
Incongruent,0.5,Target,17,0.10371240380677259
Incongruent,0.5,Target,18,0.07000842579873279
Incongruent,0.5,Target,19,0.08433844673372067
Incongruent,0.5,Target,20,0.08942192330354506
Incongruent,0.5,Target,21,0.09812397374445005
Incongruent,0.5,Target,22,0.08514868313760394
Incongruent,0.5,Target,23,0.07942097800501292
Incongruent,0.5,Target,24,0.07870772355711712
Incongruent,0.5,Target,25,0.08849510748937396
Incongruent,1.0,All,0,0.014239707134719053
Incongruent,1.0,All,1,0.01606458801648685
Incongruent,1.0,All,2,0.01983409769835945
Incongruent,1.0,All,3,0.02086321988387285
Incongruent,1.0,All,4,0.025704335218132618
Incongruent,1.0,All,5,0.034961439453888875
Incongruent,1.0,All,6,0.030336727954388704
Incongruent,1.0,All,7,0.03512050619463514
Incongruent,1.0,All,8,0.03569909508803937
Incongruent,1.0,All,9,0.037561392122158276
Incongruent,1.0,All,10,0.03726564832894129
Incongruent,1.0,All,11,0.038270029879283685
Incongruent,1.0,All,12,0.03743933109467295
Incongruent,1.0,All,13,0.03617558889308847
Incongruent,1.0,All,14,0.03621819786558876
Incongruent,1.0,All,15,0.04102390126483743
Incongruent,1.0,All,16,0.035841017795628094
Incongruent,1.0,All,17,0.03625156921945209
Incongruent,1.0,All,18,0.03721465248392432
Incongruent,1.0,All,19,0.030951492997969107
Incongruent,1.0,All,20,0.026323494125740386
Incongruent,1.0,All,21,0.026061059534799685
Incongruent,1.0,All,22,0.017915590341182203
Incongruent,1.0,All,23,0.024093813139322483
Incongruent,1.0,All,24,0.022822527038878004
Incongruent,1.0,All,25,0.027972989467851476
Incongruent,1.0,Context,0,0.03165506367770509
Incongruent,1.0,Context,1,0.031864197292036274
Incongruent,1.0,Context,2,0.095965243330142
Incongruent,1.0,Context,3,0.20388497268701342
Incongruent,1.0,Context,4,0.2252299703969276
Incongruent,1.0,Context,5,0.34682295957384524
Incongruent,1.0,Context,6,0.28050591366851146
Incongruent,1.0,Context,7,0.35506826275705944
Incongruent,1.0,Context,8,0.248869920098712
Incongruent,1.0,Context,9,0.2890977193148452
Incongruent,1.0,Context,10,0.40381491011740633
Incongruent,1.0,Context,11,0.43719573887898533
Incongruent,1.0,Context,12,0.3529087663863709
Incongruent,1.0,Context,13,0.4082196528084779
Incongruent,1.0,Context,14,0.3081088214913376
Incongruent,1.0,Context,15,0.33219923685641833
Incongruent,1.0,Context,16,0.3562915762922643
Incongruent,1.0,Context,17,0.2981268293206156
Incongruent,1.0,Context,18,0.22872569243122864
Incongruent,1.0,Context,19,0.2372412994587323
Incongruent,1.0,Context,20,0.19890619079846933
Incongruent,1.0,Context,21,0.184843892264198
Incongruent,1.0,Context,22,0.10958117476740584
Incongruent,1.0,Context,23,0.17276898780402797
Incongruent,1.0,Context,24,0.09631744057577872
Incongruent,1.0,Context,25,0.1589984312338269
Incongruent,1.0,Target,0,0.0294694432077671
Incongruent,1.0,Target,1,0.0681734301381256
Incongruent,1.0,Target,2,0.1446214637650949
Incongruent,1.0,Target,3,0.13397196045417975
Incongruent,1.0,Target,4,0.12758668931839964
Incongruent,1.0,Target,5,0.12606975956601318
Incongruent,1.0,Target,6,0.12940281623102748
Incongruent,1.0,Target,7,0.13919856796032612
Incongruent,1.0,Target,8,0.11317976823299498
Incongruent,1.0,Target,9,0.12337400915708802
Incongruent,1.0,Target,10,0.13356319324840316
Incongruent,1.0,Target,11,0.12942008838971805
Incongruent,1.0,Target,12,0.1292623386174588
Incongruent,1.0,Target,13,0.13943875305320522
Incongruent,1.0,Target,14,0.12336164326605774
Incongruent,1.0,Target,15,0.09414076429142947
Incongruent,1.0,Target,16,0.11736102981873356
Incongruent,1.0,Target,17,0.10269229265679491
Incongruent,1.0,Target,18,0.07216180776275706
Incongruent,1.0,Target,19,0.0879073068991136
Incongruent,1.0,Target,20,0.08943282748077763
Incongruent,1.0,Target,21,0.1108646865134843
Incongruent,1.0,Target,22,0.09523377201779712
Incongruent,1.0,Target,23,0.08912539000297462
Incongruent,1.0,Target,24,0.08860168248793343
Incongruent,1.0,Target,25,0.09344612719546493
